Date,Invoiced_Quantity,Plan_Quantity,Date2,Order_Quantity,Monday_number,Logic,Ordered_ratio_avg,customer_id
2020-11-01 00:00:00+00:00,4.9,0.0,0,0.0,3,assume plan,0.3572305468748175,414
2020-12-01 00:00:00+00:00,22.05,0.0,2020-12-01 00:00:00+00:00,22.05,3,assume plan,0.3572305468748175,414
2021-01-01 00:00:00+00:00,34.3,0.0,2021-01-01 00:00:00+00:00,23.275,3,assume plan,0.3572305468748175,414
2021-02-01 00:00:00+00:00,6.125,0.0,0,0.0,3,assume plan,0.3572305468748175,414
2021-03-01 00:00:00+00:00,33.075,0.0,2021-03-01 00:00:00+00:00,23.275,3,assume plan,0.3572305468748175,414
2021-05-01 00:00:00+00:00,17.15,26.0,0,0.0,3,assume plan,0.3572305468748175,414
2021-06-01 00:00:00+00:00,22.05,30.0,2021-06-01 00:00:00+00:00,4.9,3,assume plan,0.3572305468748175,414
2021-07-01 00:00:00+00:00,35.525,30.0,0,0.0,3,assume plan,0.3572305468748175,414
2021-09-01 00:00:00+00:00,15.925,30.0,2021-09-01 00:00:00+00:00,12.25,3,assume plan,0.3572305468748175,414
2021-10-01 00:00:00+00:00,18.375,28.0,0,0.0,3,assume plan,0.3572305468748175,414
2021-11-01 00:00:00+00:00,26.95,26.0,2021-11-01 00:00:00+00:00,39.2,3,assume plan,0.3572305468748175,414
2021-12-01 00:00:00+00:00,18.375,30.0,2021-12-01 00:00:00+00:00,18.375,3,assume plan,0.3572305468748175,414
2022-01-01 00:00:00+00:00,9.8,26.0,2022-01-01 00:00:00+00:00,9.8,3,assume plan,0.3572305468748175,414
2022-02-01 00:00:00+00:00,28.175,19.0,0,0.0,3,assume plan,0.3572305468748175,414
2022-03-01 00:00:00+00:00,7.35,19.0,2022-03-01 00:00:00+00:00,7.35,3,assume plan,0.3572305468748175,414
2022-04-01 00:00:00+00:00,28.175,18.574,2022-04-01 00:00:00+00:00,19.6,3,assume plan,0.3572305468748175,414
2022-05-01 00:00:00+00:00,26.950000000000003,19.0,2022-05-01 00:00:00+00:00,26.950000000000003,3,assume plan,0.3572305468748175,414
2021-04-01 00:00:00+00:00,0.0,26.0,0,0.0,3,assume plan,0.3572305468748175,414
2021-08-01 00:00:00+00:00,0.0,30.0,0,0.0,3,assume plan,0.3572305468748175,414
2022-06-01 00:00:00+00:00,0.0,19.0,0,0.0,3,assume plan,0.3572305468748175,414
2022-07-01 00:00:00+00:00,0.0,19.0,2022-07-01 00:00:00+00:00,17.15,3,assume plan,0.3572305468748175,414
2018-01-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2018-03-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2018-05-01 00:00:00+00:00,30.625,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2018-08-01 00:00:00+00:00,20.825,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2018-09-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2018-11-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-02-01 00:00:00+00:00,11.025,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-03-01 00:00:00+00:00,35.525,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-04-01 00:00:00+00:00,12.25,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-05-01 00:00:00+00:00,9.8,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-06-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-08-01 00:00:00+00:00,12.25,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-09-01 00:00:00+00:00,35.525,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-11-01 00:00:00+00:00,26.950000000000003,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2019-12-01 00:00:00+00:00,12.25,0.0,2019-12-01 00:00:00+00:00,12.25,4,assume plan,0.2187482638825526,414
2020-01-01 00:00:00+00:00,23.275,0.0,2020-01-01 00:00:00+00:00,11.025,4,assume plan,0.2187482638825526,414
2020-02-01 00:00:00+00:00,7.35,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2020-04-01 00:00:00+00:00,46.55,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2020-06-01 00:00:00+00:00,12.25,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2020-07-01 00:00:00+00:00,23.275,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2020-09-01 00:00:00+00:00,44.1,0.0,2020-09-01 00:00:00+00:00,17.15,4,assume plan,0.2187482638825526,414
2020-11-01 00:00:00+00:00,4.9,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2020-12-01 00:00:00+00:00,22.05,0.0,2020-12-01 00:00:00+00:00,17.15,4,assume plan,0.2187482638825526,414
2021-01-01 00:00:00+00:00,34.3,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-02-01 00:00:00+00:00,6.125,0.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-03-01 00:00:00+00:00,33.075,0.0,2021-03-01 00:00:00+00:00,23.275,4,assume plan,0.2187482638825526,414
2021-05-01 00:00:00+00:00,17.15,26.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-06-01 00:00:00+00:00,22.05,30.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-07-01 00:00:00+00:00,35.525,30.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-09-01 00:00:00+00:00,15.925,30.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-10-01 00:00:00+00:00,18.375,28.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-11-01 00:00:00+00:00,26.95,26.0,2021-11-01 00:00:00+00:00,39.2,4,assume plan,0.2187482638825526,414
2021-12-01 00:00:00+00:00,18.375,30.0,2021-12-01 00:00:00+00:00,18.375,4,assume plan,0.2187482638825526,414
2022-01-01 00:00:00+00:00,9.8,26.0,2022-01-01 00:00:00+00:00,9.8,4,assume plan,0.2187482638825526,414
2022-02-01 00:00:00+00:00,28.175,19.0,0,0.0,4,assume plan,0.2187482638825526,414
2022-03-01 00:00:00+00:00,7.35,19.0,0,0.0,4,assume plan,0.2187482638825526,414
2022-04-01 00:00:00+00:00,28.175,18.574,2022-04-01 00:00:00+00:00,19.6,4,assume plan,0.2187482638825526,414
2022-05-01 00:00:00+00:00,26.950000000000003,19.0,2022-05-01 00:00:00+00:00,22.05,4,assume plan,0.2187482638825526,414
2021-04-01 00:00:00+00:00,0.0,26.0,0,0.0,4,assume plan,0.2187482638825526,414
2021-08-01 00:00:00+00:00,0.0,30.0,0,0.0,4,assume plan,0.2187482638825526,414
2022-06-01 00:00:00+00:00,0.0,19.0,0,0.0,4,assume plan,0.2187482638825526,414
2022-07-01 00:00:00+00:00,0.0,19.0,2022-07-01 00:00:00+00:00,17.15,4,assume plan,0.2187482638825526,414
2018-01-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2018-03-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2018-05-01 00:00:00+00:00,30.625,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2018-08-01 00:00:00+00:00,20.825,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2018-09-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2018-11-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-02-01 00:00:00+00:00,11.025,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-03-01 00:00:00+00:00,35.525,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-04-01 00:00:00+00:00,12.25,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-05-01 00:00:00+00:00,9.8,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-06-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-08-01 00:00:00+00:00,12.25,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-09-01 00:00:00+00:00,35.525,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-11-01 00:00:00+00:00,26.950000000000003,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2019-12-01 00:00:00+00:00,12.25,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-01-01 00:00:00+00:00,23.275,0.0,2020-01-01 00:00:00+00:00,11.025,5,assume plan,0.0802484680601024,414
2020-02-01 00:00:00+00:00,7.35,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-04-01 00:00:00+00:00,46.55,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-06-01 00:00:00+00:00,12.25,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-07-01 00:00:00+00:00,23.275,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-09-01 00:00:00+00:00,44.1,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-11-01 00:00:00+00:00,4.9,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2020-12-01 00:00:00+00:00,22.05,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-01-01 00:00:00+00:00,34.3,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-02-01 00:00:00+00:00,6.125,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-03-01 00:00:00+00:00,33.075,0.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-05-01 00:00:00+00:00,17.15,26.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-06-01 00:00:00+00:00,22.05,30.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-07-01 00:00:00+00:00,35.525,30.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-09-01 00:00:00+00:00,15.925,30.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-10-01 00:00:00+00:00,18.375,28.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-11-01 00:00:00+00:00,26.95,26.0,2021-11-01 00:00:00+00:00,24.5,5,assume plan,0.0802484680601024,414
2021-12-01 00:00:00+00:00,18.375,30.0,2021-12-01 00:00:00+00:00,12.25,5,assume plan,0.0802484680601024,414
2022-01-01 00:00:00+00:00,9.8,26.0,2022-01-01 00:00:00+00:00,9.8,5,assume plan,0.0802484680601024,414
2022-02-01 00:00:00+00:00,28.175,19.0,0,0.0,5,assume plan,0.0802484680601024,414
2022-03-01 00:00:00+00:00,7.35,19.0,0,0.0,5,assume plan,0.0802484680601024,414
2022-04-01 00:00:00+00:00,28.175,18.574,0,0.0,5,assume plan,0.0802484680601024,414
2022-05-01 00:00:00+00:00,26.950000000000003,19.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-04-01 00:00:00+00:00,0.0,26.0,0,0.0,5,assume plan,0.0802484680601024,414
2021-08-01 00:00:00+00:00,0.0,30.0,0,0.0,5,assume plan,0.0802484680601024,414
2022-06-01 00:00:00+00:00,0.0,19.0,0,0.0,5,assume plan,0.0802484680601024,414
2022-07-01 00:00:00+00:00,0.0,19.0,2022-07-01 00:00:00+00:00,17.15,5,assume plan,0.0802484680601024,414
2018-02-01 00:00:00+00:00,12.0,0.0,0,0.0,0,assume plan,0.903030303030303,415
2018-05-01 00:00:00+00:00,16.0,0.0,0,0.0,0,assume plan,0.903030303030303,415
2018-08-01 00:00:00+00:00,16.0,0.0,0,0.0,0,assume plan,0.903030303030303,415
2018-11-01 00:00:00+00:00,16.0,0.0,2018-11-01 00:00:00+00:00,16.0,0,assume plan,0.903030303030303,415
2019-02-01 00:00:00+00:00,11.0,0.0,2019-02-01 00:00:00+00:00,11.0,0,assume plan,0.903030303030303,415
2019-04-01 00:00:00+00:00,8.0,0.0,2019-04-01 00:00:00+00:00,8.0,0,assume plan,0.903030303030303,415
2019-05-01 00:00:00+00:00,13.0,0.0,2019-05-01 00:00:00+00:00,13.0,0,assume plan,0.903030303030303,415
2019-06-01 00:00:00+00:00,11.0,0.0,2019-06-01 00:00:00+00:00,12.0,0,assume plan,0.903030303030303,415
2019-07-01 00:00:00+00:00,16.0,0.0,2019-07-01 00:00:00+00:00,16.0,0,assume plan,0.903030303030303,415
2019-11-01 00:00:00+00:00,10.0,0.0,2019-11-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2019-12-01 00:00:00+00:00,10.0,0.0,2019-12-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2020-02-01 00:00:00+00:00,16.0,0.0,2020-02-01 00:00:00+00:00,16.0,0,assume plan,0.903030303030303,415
2020-03-01 00:00:00+00:00,10.0,0.0,2020-03-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2020-06-01 00:00:00+00:00,5.0,0.0,2020-06-01 00:00:00+00:00,5.0,0,assume plan,0.903030303030303,415
2020-09-01 00:00:00+00:00,10.0,0.0,2020-09-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2020-10-01 00:00:00+00:00,6.0,0.0,2020-10-01 00:00:00+00:00,6.0,0,assume plan,0.903030303030303,415
2020-11-01 00:00:00+00:00,5.0,0.0,2020-11-01 00:00:00+00:00,5.0,0,assume plan,0.903030303030303,415
2021-01-01 00:00:00+00:00,10.0,0.0,2021-01-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2021-03-01 00:00:00+00:00,8.0,0.0,2021-03-01 00:00:00+00:00,8.0,0,assume plan,0.903030303030303,415
2021-05-01 00:00:00+00:00,23.0,8.0,2021-05-01 00:00:00+00:00,23.0,0,assume plan,0.903030303030303,415
2021-06-01 00:00:00+00:00,9.0,10.0,2021-06-01 00:00:00+00:00,9.0,0,assume plan,0.903030303030303,415
2021-07-01 00:00:00+00:00,10.0,10.0,2021-07-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2021-09-01 00:00:00+00:00,8.0,10.0,2021-09-01 00:00:00+00:00,8.0,0,assume plan,0.903030303030303,415
2021-11-01 00:00:00+00:00,8.0,8.0,2021-11-01 00:00:00+00:00,8.0,0,assume plan,0.903030303030303,415
2021-12-01 00:00:00+00:00,11.0,10.0,2021-12-01 00:00:00+00:00,11.0,0,assume plan,0.903030303030303,415
2022-01-01 00:00:00+00:00,10.0,6.0,2022-01-01 00:00:00+00:00,10.0,0,assume plan,0.903030303030303,415
2022-02-01 00:00:00+00:00,13.0,7.0,2022-02-01 00:00:00+00:00,13.0,0,assume plan,0.903030303030303,415
2022-03-01 00:00:00+00:00,4.0,7.0,2022-03-01 00:00:00+00:00,4.0,0,assume plan,0.903030303030303,415
2022-04-01 00:00:00+00:00,5.0,6.843,2022-04-01 00:00:00+00:00,5.0,0,assume plan,0.903030303030303,415
2022-05-01 00:00:00+00:00,12.0,7.0,2022-05-01 00:00:00+00:00,12.0,0,assume plan,0.903030303030303,415
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.903030303030303,415
2021-08-01 00:00:00+00:00,0.0,10.0,0,0.0,0,assume plan,0.903030303030303,415
2021-10-01 00:00:00+00:00,0.0,10.0,0,0.0,0,assume plan,0.903030303030303,415
2022-06-01 00:00:00+00:00,0.0,7.0,0,0.0,0,assume plan,0.903030303030303,415
2022-07-01 00:00:00+00:00,0.0,7.0,0,0.0,0,assume plan,0.903030303030303,415
2018-02-01 00:00:00+00:00,12.0,0.0,0,0.0,1,assume plan,0.903030303030303,415
2018-05-01 00:00:00+00:00,16.0,0.0,0,0.0,1,assume plan,0.903030303030303,415
2018-08-01 00:00:00+00:00,16.0,0.0,0,0.0,1,assume plan,0.903030303030303,415
2018-11-01 00:00:00+00:00,16.0,0.0,2018-11-01 00:00:00+00:00,16.0,1,assume plan,0.903030303030303,415
2019-02-01 00:00:00+00:00,11.0,0.0,2019-02-01 00:00:00+00:00,11.0,1,assume plan,0.903030303030303,415
2019-04-01 00:00:00+00:00,8.0,0.0,2019-04-01 00:00:00+00:00,8.0,1,assume plan,0.903030303030303,415
2019-05-01 00:00:00+00:00,13.0,0.0,2019-05-01 00:00:00+00:00,13.0,1,assume plan,0.903030303030303,415
2019-06-01 00:00:00+00:00,11.0,0.0,2019-06-01 00:00:00+00:00,12.0,1,assume plan,0.903030303030303,415
2019-07-01 00:00:00+00:00,16.0,0.0,2019-07-01 00:00:00+00:00,16.0,1,assume plan,0.903030303030303,415
2019-11-01 00:00:00+00:00,10.0,0.0,2019-11-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2019-12-01 00:00:00+00:00,10.0,0.0,2019-12-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2020-02-01 00:00:00+00:00,16.0,0.0,2020-02-01 00:00:00+00:00,16.0,1,assume plan,0.903030303030303,415
2020-03-01 00:00:00+00:00,10.0,0.0,2020-03-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2020-06-01 00:00:00+00:00,5.0,0.0,2020-06-01 00:00:00+00:00,5.0,1,assume plan,0.903030303030303,415
2020-09-01 00:00:00+00:00,10.0,0.0,2020-09-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2020-10-01 00:00:00+00:00,6.0,0.0,2020-10-01 00:00:00+00:00,6.0,1,assume plan,0.903030303030303,415
2020-11-01 00:00:00+00:00,5.0,0.0,2020-11-01 00:00:00+00:00,5.0,1,assume plan,0.903030303030303,415
2021-01-01 00:00:00+00:00,10.0,0.0,2021-01-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2021-03-01 00:00:00+00:00,8.0,0.0,2021-03-01 00:00:00+00:00,8.0,1,assume plan,0.903030303030303,415
2021-05-01 00:00:00+00:00,23.0,8.0,2021-05-01 00:00:00+00:00,23.0,1,assume plan,0.903030303030303,415
2021-06-01 00:00:00+00:00,9.0,10.0,2021-06-01 00:00:00+00:00,9.0,1,assume plan,0.903030303030303,415
2021-07-01 00:00:00+00:00,10.0,10.0,2021-07-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2021-09-01 00:00:00+00:00,8.0,10.0,2021-09-01 00:00:00+00:00,8.0,1,assume plan,0.903030303030303,415
2021-11-01 00:00:00+00:00,8.0,8.0,2021-11-01 00:00:00+00:00,8.0,1,assume plan,0.903030303030303,415
2021-12-01 00:00:00+00:00,11.0,10.0,2021-12-01 00:00:00+00:00,11.0,1,assume plan,0.903030303030303,415
2022-01-01 00:00:00+00:00,10.0,6.0,2022-01-01 00:00:00+00:00,10.0,1,assume plan,0.903030303030303,415
2022-02-01 00:00:00+00:00,13.0,7.0,2022-02-01 00:00:00+00:00,13.0,1,assume plan,0.903030303030303,415
2022-03-01 00:00:00+00:00,4.0,7.0,2022-03-01 00:00:00+00:00,4.0,1,assume plan,0.903030303030303,415
2022-04-01 00:00:00+00:00,5.0,6.843,2022-04-01 00:00:00+00:00,5.0,1,assume plan,0.903030303030303,415
2022-05-01 00:00:00+00:00,12.0,7.0,2022-05-01 00:00:00+00:00,12.0,1,assume plan,0.903030303030303,415
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.903030303030303,415
2021-08-01 00:00:00+00:00,0.0,10.0,0,0.0,1,assume plan,0.903030303030303,415
2021-10-01 00:00:00+00:00,0.0,10.0,0,0.0,1,assume plan,0.903030303030303,415
2022-06-01 00:00:00+00:00,0.0,7.0,0,0.0,1,assume plan,0.903030303030303,415
2022-07-01 00:00:00+00:00,0.0,7.0,0,0.0,1,assume plan,0.903030303030303,415
2018-02-01 00:00:00+00:00,12.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2018-05-01 00:00:00+00:00,16.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2018-08-01 00:00:00+00:00,16.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2018-11-01 00:00:00+00:00,16.0,0.0,2018-11-01 00:00:00+00:00,16.0,2,assume plan,0.6314814814814814,415
2019-02-01 00:00:00+00:00,11.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2019-04-01 00:00:00+00:00,8.0,0.0,2019-04-01 00:00:00+00:00,8.0,2,assume plan,0.6314814814814814,415
2019-05-01 00:00:00+00:00,13.0,0.0,2019-05-01 00:00:00+00:00,13.0,2,assume plan,0.6314814814814814,415
2019-06-01 00:00:00+00:00,11.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2019-07-01 00:00:00+00:00,16.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2019-11-01 00:00:00+00:00,10.0,0.0,2019-11-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2019-12-01 00:00:00+00:00,10.0,0.0,2019-12-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2020-02-01 00:00:00+00:00,16.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2020-03-01 00:00:00+00:00,10.0,0.0,2020-03-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2020-06-01 00:00:00+00:00,5.0,0.0,2020-06-01 00:00:00+00:00,5.0,2,assume plan,0.6314814814814814,415
2020-09-01 00:00:00+00:00,10.0,0.0,2020-09-01 00:00:00+00:00,5.0,2,assume plan,0.6314814814814814,415
2020-10-01 00:00:00+00:00,6.0,0.0,2020-10-01 00:00:00+00:00,6.0,2,assume plan,0.6314814814814814,415
2020-11-01 00:00:00+00:00,5.0,0.0,2020-11-01 00:00:00+00:00,5.0,2,assume plan,0.6314814814814814,415
2021-01-01 00:00:00+00:00,10.0,0.0,2021-01-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2021-03-01 00:00:00+00:00,8.0,0.0,0,0.0,2,assume plan,0.6314814814814814,415
2021-05-01 00:00:00+00:00,23.0,8.0,2021-05-01 00:00:00+00:00,23.0,2,assume plan,0.6314814814814814,415
2021-06-01 00:00:00+00:00,9.0,10.0,2021-06-01 00:00:00+00:00,4.0,2,assume plan,0.6314814814814814,415
2021-07-01 00:00:00+00:00,10.0,10.0,2021-07-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2021-09-01 00:00:00+00:00,8.0,10.0,0,0.0,2,assume plan,0.6314814814814814,415
2021-11-01 00:00:00+00:00,8.0,8.0,2021-11-01 00:00:00+00:00,8.0,2,assume plan,0.6314814814814814,415
2021-12-01 00:00:00+00:00,11.0,10.0,2021-12-01 00:00:00+00:00,11.0,2,assume plan,0.6314814814814814,415
2022-01-01 00:00:00+00:00,10.0,6.0,2022-01-01 00:00:00+00:00,10.0,2,assume plan,0.6314814814814814,415
2022-02-01 00:00:00+00:00,13.0,7.0,0,0.0,2,assume plan,0.6314814814814814,415
2022-03-01 00:00:00+00:00,4.0,7.0,2022-03-01 00:00:00+00:00,4.0,2,assume plan,0.6314814814814814,415
2022-04-01 00:00:00+00:00,5.0,6.843,2022-04-01 00:00:00+00:00,5.0,2,assume plan,0.6314814814814814,415
2022-05-01 00:00:00+00:00,12.0,7.0,2022-05-01 00:00:00+00:00,12.0,2,assume plan,0.6314814814814814,415
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6314814814814814,415
2021-08-01 00:00:00+00:00,0.0,10.0,0,0.0,2,assume plan,0.6314814814814814,415
2021-10-01 00:00:00+00:00,0.0,10.0,0,0.0,2,assume plan,0.6314814814814814,415
2022-06-01 00:00:00+00:00,0.0,7.0,0,0.0,2,assume plan,0.6314814814814814,415
2022-07-01 00:00:00+00:00,0.0,7.0,0,0.0,2,assume plan,0.6314814814814814,415
2018-02-01 00:00:00+00:00,12.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2018-05-01 00:00:00+00:00,16.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2018-08-01 00:00:00+00:00,16.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2018-11-01 00:00:00+00:00,16.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2019-02-01 00:00:00+00:00,11.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2019-04-01 00:00:00+00:00,8.0,0.0,2019-04-01 00:00:00+00:00,8.0,3,assume plan,0.4106481481481481,415
2019-05-01 00:00:00+00:00,13.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2019-06-01 00:00:00+00:00,11.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2019-07-01 00:00:00+00:00,16.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2019-11-01 00:00:00+00:00,10.0,0.0,2019-11-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2019-12-01 00:00:00+00:00,10.0,0.0,2019-12-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2020-02-01 00:00:00+00:00,16.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2020-03-01 00:00:00+00:00,10.0,0.0,2020-03-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2020-06-01 00:00:00+00:00,5.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2020-09-01 00:00:00+00:00,10.0,0.0,2020-09-01 00:00:00+00:00,5.0,3,assume plan,0.4106481481481481,415
2020-10-01 00:00:00+00:00,6.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2020-11-01 00:00:00+00:00,5.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2021-01-01 00:00:00+00:00,10.0,0.0,2021-01-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2021-03-01 00:00:00+00:00,8.0,0.0,0,0.0,3,assume plan,0.4106481481481481,415
2021-05-01 00:00:00+00:00,23.0,8.0,2021-05-01 00:00:00+00:00,23.0,3,assume plan,0.4106481481481481,415
2021-06-01 00:00:00+00:00,9.0,10.0,2021-06-01 00:00:00+00:00,4.0,3,assume plan,0.4106481481481481,415
2021-07-01 00:00:00+00:00,10.0,10.0,2021-07-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2021-09-01 00:00:00+00:00,8.0,10.0,0,0.0,3,assume plan,0.4106481481481481,415
2021-11-01 00:00:00+00:00,8.0,8.0,2021-11-01 00:00:00+00:00,3.0,3,assume plan,0.4106481481481481,415
2021-12-01 00:00:00+00:00,11.0,10.0,2021-12-01 00:00:00+00:00,11.0,3,assume plan,0.4106481481481481,415
2022-01-01 00:00:00+00:00,10.0,6.0,2022-01-01 00:00:00+00:00,10.0,3,assume plan,0.4106481481481481,415
2022-02-01 00:00:00+00:00,13.0,7.0,0,0.0,3,assume plan,0.4106481481481481,415
2022-03-01 00:00:00+00:00,4.0,7.0,2022-03-01 00:00:00+00:00,4.0,3,assume plan,0.4106481481481481,415
2022-04-01 00:00:00+00:00,5.0,6.843,0,0.0,3,assume plan,0.4106481481481481,415
2022-05-01 00:00:00+00:00,12.0,7.0,2022-05-01 00:00:00+00:00,12.0,3,assume plan,0.4106481481481481,415
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.4106481481481481,415
2021-08-01 00:00:00+00:00,0.0,10.0,0,0.0,3,assume plan,0.4106481481481481,415
2021-10-01 00:00:00+00:00,0.0,10.0,0,0.0,3,assume plan,0.4106481481481481,415
2022-06-01 00:00:00+00:00,0.0,7.0,0,0.0,3,assume plan,0.4106481481481481,415
2022-07-01 00:00:00+00:00,0.0,7.0,0,0.0,3,assume plan,0.4106481481481481,415
2018-02-01 00:00:00+00:00,12.0,0.0,0,0.0,4,assume plan,0.1625,415
2018-05-01 00:00:00+00:00,16.0,0.0,0,0.0,4,assume plan,0.1625,415
2018-08-01 00:00:00+00:00,16.0,0.0,0,0.0,4,assume plan,0.1625,415
2018-11-01 00:00:00+00:00,16.0,0.0,0,0.0,4,assume plan,0.1625,415
2019-02-01 00:00:00+00:00,11.0,0.0,0,0.0,4,assume plan,0.1625,415
