Date,Invoiced_Quantity,Plan_Quantity,Date2,Order_Quantity,Monday_number,Logic,Ordered_ratio_avg,customer_id
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,0,assume plan,0.2085840352988367,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,0,assume plan,0.2085840352988367,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,0,assume plan,0.2085840352988367,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,0,assume plan,0.2085840352988367,0
2018-10-01 00:00:00+00:00,49.86,0.0,2018-10-01 00:00:00+00:00,52.0,0,assume plan,0.2085840352988367,0
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,1,assume plan,0.2085840352988367,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,1,assume plan,0.2085840352988367,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,1,assume plan,0.2085840352988367,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,1,assume plan,0.2085840352988367,0
2018-10-01 00:00:00+00:00,49.86,0.0,2018-10-01 00:00:00+00:00,52.0,1,assume plan,0.2085840352988367,0
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,2,assume plan,0.2085840352988367,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,2,assume plan,0.2085840352988367,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,2,assume plan,0.2085840352988367,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,2,assume plan,0.2085840352988367,0
2018-10-01 00:00:00+00:00,49.86,0.0,2018-10-01 00:00:00+00:00,52.0,2,assume plan,0.2085840352988367,0
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,3,assume plan,0.1042920176494183,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,3,assume plan,0.1042920176494183,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,3,assume plan,0.1042920176494183,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,3,assume plan,0.1042920176494183,0
2018-10-01 00:00:00+00:00,49.86,0.0,2018-10-01 00:00:00+00:00,26.0,3,assume plan,0.1042920176494183,0
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,4,assume plan,0.0,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,4,assume plan,0.0,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,4,assume plan,0.0,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,4,assume plan,0.0,0
2018-10-01 00:00:00+00:00,49.86,0.0,0,0.0,4,assume plan,0.0,0
2018-01-01 00:00:00+00:00,50.46,0.0,0,0.0,5,assume plan,0.0,0
2018-02-01 00:00:00+00:00,49.82,0.0,0,0.0,5,assume plan,0.0,0
2018-03-01 00:00:00+00:00,23.78,0.0,0,0.0,5,assume plan,0.0,0
2018-09-01 00:00:00+00:00,24.72,0.0,0,0.0,5,assume plan,0.0,0
2018-10-01 00:00:00+00:00,49.86,0.0,0,0.0,5,assume plan,0.0,0
2021-02-01 00:00:00+00:00,0.0,0.0,2021-02-01 00:00:00+00:00,24.5,0,assume plan,,1
2021-02-01 00:00:00+00:00,23.75,0.0,2021-02-01 00:00:00+00:00,23.75,0,assume plan,1.0,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,0,assume plan,1.0,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,0,assume plan,1.0,2
2021-02-01 00:00:00+00:00,23.75,0.0,0,0.0,1,assume plan,0.5,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,1,assume plan,0.5,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,1,assume plan,0.5,2
2021-02-01 00:00:00+00:00,23.75,0.0,0,0.0,2,assume plan,0.5,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,2,assume plan,0.5,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,2,assume plan,0.5,2
2021-02-01 00:00:00+00:00,23.75,0.0,0,0.0,3,assume plan,0.5,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,3,assume plan,0.5,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,3,assume plan,0.5,2
2021-02-01 00:00:00+00:00,23.75,0.0,0,0.0,4,assume plan,0.5,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,4,assume plan,0.5,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,4,assume plan,0.5,2
2021-02-01 00:00:00+00:00,23.75,0.0,0,0.0,5,assume plan,0.5,2
2021-07-01 00:00:00+00:00,23.75,48.0,2021-07-01 00:00:00+00:00,23.75,5,assume plan,0.5,2
2022-02-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2022-03-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2022-04-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2022-05-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2022-06-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2022-07-01 00:00:00+00:00,0.0,5.0,0,0.0,5,assume plan,0.5,2
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,0,assume plan,0.842098245614035,3
2019-02-01 00:00:00+00:00,23.75,0.0,2019-02-01 00:00:00+00:00,23.75,0,assume plan,0.842098245614035,3
2020-02-01 00:00:00+00:00,23.75,0.0,2020-02-01 00:00:00+00:00,23.75,0,assume plan,0.842098245614035,3
2021-09-01 00:00:00+00:00,25.0,8.0,2021-09-01 00:00:00+00:00,25.0,0,assume plan,0.842098245614035,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,0,assume plan,0.842098245614035,3
2022-04-01 00:00:00+00:00,23.75,0.0,2022-04-01 00:00:00+00:00,24.999,0,assume plan,0.842098245614035,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,0,assume plan,0.842098245614035,3
2022-06-01 00:00:00+00:00,0.0,0.0,2022-06-01 00:00:00+00:00,25.0,0,assume plan,0.842098245614035,3
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,1,assume plan,0.6754315789473684,3
2019-02-01 00:00:00+00:00,23.75,0.0,0,0.0,1,assume plan,0.6754315789473684,3
2020-02-01 00:00:00+00:00,23.75,0.0,2020-02-01 00:00:00+00:00,23.75,1,assume plan,0.6754315789473684,3
2021-09-01 00:00:00+00:00,25.0,8.0,2021-09-01 00:00:00+00:00,25.0,1,assume plan,0.6754315789473684,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,1,assume plan,0.6754315789473684,3
2022-04-01 00:00:00+00:00,23.75,0.0,2022-04-01 00:00:00+00:00,24.999,1,assume plan,0.6754315789473684,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,1,assume plan,0.6754315789473684,3
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,2,assume plan,0.6754315789473684,3
2019-02-01 00:00:00+00:00,23.75,0.0,0,0.0,2,assume plan,0.6754315789473684,3
2020-02-01 00:00:00+00:00,23.75,0.0,2020-02-01 00:00:00+00:00,23.75,2,assume plan,0.6754315789473684,3
2021-09-01 00:00:00+00:00,25.0,8.0,2021-09-01 00:00:00+00:00,25.0,2,assume plan,0.6754315789473684,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,2,assume plan,0.6754315789473684,3
2022-04-01 00:00:00+00:00,23.75,0.0,2022-04-01 00:00:00+00:00,24.999,2,assume plan,0.6754315789473684,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,2,assume plan,0.6754315789473684,3
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,3,assume plan,0.342098245614035,3
2019-02-01 00:00:00+00:00,23.75,0.0,0,0.0,3,assume plan,0.342098245614035,3
2020-02-01 00:00:00+00:00,23.75,0.0,0,0.0,3,assume plan,0.342098245614035,3
2021-09-01 00:00:00+00:00,25.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,3,assume plan,0.342098245614035,3
2022-04-01 00:00:00+00:00,23.75,0.0,2022-04-01 00:00:00+00:00,24.999,3,assume plan,0.342098245614035,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,3,assume plan,0.342098245614035,3
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,4,assume plan,0.1666666666666666,3
2019-02-01 00:00:00+00:00,23.75,0.0,0,0.0,4,assume plan,0.1666666666666666,3
2020-02-01 00:00:00+00:00,23.75,0.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-09-01 00:00:00+00:00,25.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,4,assume plan,0.1666666666666666,3
2022-04-01 00:00:00+00:00,23.75,0.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,4,assume plan,0.1666666666666666,3
2018-06-01 00:00:00+00:00,23.75,0.0,0,0.0,5,assume plan,0.1666666666666666,3
2019-02-01 00:00:00+00:00,23.75,0.0,0,0.0,5,assume plan,0.1666666666666666,3
2020-02-01 00:00:00+00:00,23.75,0.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-09-01 00:00:00+00:00,25.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2022-01-01 00:00:00+00:00,23.75,50.0,2022-01-01 00:00:00+00:00,23.75,5,assume plan,0.1666666666666666,3
2022-04-01 00:00:00+00:00,23.75,0.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-04-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-05-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-07-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-08-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-10-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-11-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2021-12-01 00:00:00+00:00,0.0,8.0,0,0.0,5,assume plan,0.1666666666666666,3
2018-01-01 00:00:00+00:00,86.14,0.0,0,0.0,0,model,0.838067603260644,4
2018-02-01 00:00:00+00:00,64.36,0.0,0,0.0,0,model,0.838067603260644,4
2018-03-01 00:00:00+00:00,88.6,0.0,0,0.0,0,model,0.838067603260644,4
2018-04-01 00:00:00+00:00,67.0,0.0,0,0.0,0,model,0.838067603260644,4
2018-05-01 00:00:00+00:00,83.41999999999999,0.0,0,0.0,0,model,0.838067603260644,4
2018-06-01 00:00:00+00:00,87.04,0.0,0,0.0,0,model,0.838067603260644,4
2018-07-01 00:00:00+00:00,108.06,0.0,0,0.0,0,model,0.838067603260644,4
2018-08-01 00:00:00+00:00,85.1,0.0,0,0.0,0,model,0.838067603260644,4
2018-09-01 00:00:00+00:00,91.0,0.0,0,0.0,0,model,0.838067603260644,4
2018-10-01 00:00:00+00:00,90.62,0.0,2018-10-01 00:00:00+00:00,67.3,0,model,0.838067603260644,4
2018-11-01 00:00:00+00:00,112.7,0.0,2018-11-01 00:00:00+00:00,89.16,0,model,0.838067603260644,4
2018-12-01 00:00:00+00:00,59.68,0.0,2018-12-01 00:00:00+00:00,61.75900000000001,0,model,0.838067603260644,4
2019-01-01 00:00:00+00:00,107.82,0.0,2019-01-01 00:00:00+00:00,91.678,0,model,0.838067603260644,4
2019-02-01 00:00:00+00:00,85.84,0.0,2019-02-01 00:00:00+00:00,85.84,0,model,0.838067603260644,4
2019-03-01 00:00:00+00:00,111.44,0.0,2019-03-01 00:00:00+00:00,94.517,0,model,0.838067603260644,4
2019-04-01 00:00:00+00:00,106.24,0.0,2019-04-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-05-01 00:00:00+00:00,86.99999999999999,0.0,2019-05-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-06-01 00:00:00+00:00,102.54,0.0,2019-06-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-07-01 00:00:00+00:00,109.92000000000002,0.0,2019-07-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2019-08-01 00:00:00+00:00,106.28,0.0,2019-08-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-09-01 00:00:00+00:00,110.34,0.0,2019-09-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-10-01 00:00:00+00:00,110.6,0.0,2019-10-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2019-11-01 00:00:00+00:00,107.32,0.0,2019-11-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2019-12-01 00:00:00+00:00,82.74000000000001,0.0,2019-12-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-01-01 00:00:00+00:00,106.5,0.0,2020-01-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2020-02-01 00:00:00+00:00,100.28,0.0,2020-02-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-03-01 00:00:00+00:00,107.42,0.0,2020-03-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2020-04-01 00:00:00+00:00,111.70000000000002,0.0,2020-04-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-05-01 00:00:00+00:00,89.02,0.0,2020-05-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-06-01 00:00:00+00:00,88.53999999999999,0.0,2020-06-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2020-07-01 00:00:00+00:00,112.7,0.0,2020-07-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-08-01 00:00:00+00:00,87.97999999999999,0.0,2020-08-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2020-09-01 00:00:00+00:00,87.78,0.0,2020-09-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-10-01 00:00:00+00:00,106.66,0.0,2020-10-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-11-01 00:00:00+00:00,86.5,0.0,2020-11-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2020-12-01 00:00:00+00:00,88.72,0.0,2020-12-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2021-01-01 00:00:00+00:00,87.68,0.0,2021-01-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2021-02-01 00:00:00+00:00,108.16,0.0,2021-02-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2021-03-01 00:00:00+00:00,88.18,0.0,2021-03-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2021-04-01 00:00:00+00:00,84.72,180.0,2021-04-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2021-05-01 00:00:00+00:00,109.12,180.0,2021-05-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2021-06-01 00:00:00+00:00,88.48,180.0,2021-06-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2021-07-01 00:00:00+00:00,88.12,180.0,2021-07-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2021-08-01 00:00:00+00:00,107.68,180.0,2021-08-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2021-09-01 00:00:00+00:00,87.97999999999999,180.0,2021-09-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2021-10-01 00:00:00+00:00,128.44,180.0,2021-10-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2021-11-01 00:00:00+00:00,101.62,180.0,2021-11-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2021-12-01 00:00:00+00:00,148.73999999999998,180.0,2021-12-01 00:00:00+00:00,149.994,0,model,0.838067603260644,4
2022-01-01 00:00:00+00:00,90.24,190.0,2022-01-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2022-02-01 00:00:00+00:00,142.23999999999998,95.0,2022-02-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2022-03-01 00:00:00+00:00,65.68,112.0,2022-03-01 00:00:00+00:00,74.99700000000001,0,model,0.838067603260644,4
2022-04-01 00:00:00+00:00,115.54,90.0,2022-04-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2022-05-01 00:00:00+00:00,107.86,100.0,2022-05-01 00:00:00+00:00,124.995,0,model,0.838067603260644,4
2022-06-01 00:00:00+00:00,0.0,100.0,2022-06-01 00:00:00+00:00,99.996,0,model,0.838067603260644,4
2022-07-01 00:00:00+00:00,0.0,100.0,2022-07-01 00:00:00+00:00,24.999,0,model,0.838067603260644,4
2018-01-01 00:00:00+00:00,86.14,0.0,0,0.0,1,model,0.6275357615392616,4
2018-02-01 00:00:00+00:00,64.36,0.0,0,0.0,1,model,0.6275357615392616,4
2018-03-01 00:00:00+00:00,88.6,0.0,0,0.0,1,model,0.6275357615392616,4
2018-04-01 00:00:00+00:00,67.0,0.0,0,0.0,1,model,0.6275357615392616,4
2018-05-01 00:00:00+00:00,83.41999999999999,0.0,0,0.0,1,model,0.6275357615392616,4
2018-06-01 00:00:00+00:00,87.04,0.0,0,0.0,1,model,0.6275357615392616,4
2018-07-01 00:00:00+00:00,108.06,0.0,0,0.0,1,model,0.6275357615392616,4
2018-08-01 00:00:00+00:00,85.1,0.0,0,0.0,1,model,0.6275357615392616,4
2018-09-01 00:00:00+00:00,91.0,0.0,0,0.0,1,model,0.6275357615392616,4
2018-10-01 00:00:00+00:00,90.62,0.0,2018-10-01 00:00:00+00:00,43.74,1,model,0.6275357615392616,4
2018-11-01 00:00:00+00:00,112.7,0.0,2018-11-01 00:00:00+00:00,67.32,1,model,0.6275357615392616,4
2018-12-01 00:00:00+00:00,59.68,0.0,2018-12-01 00:00:00+00:00,43.29900000000001,1,model,0.6275357615392616,4
2019-01-01 00:00:00+00:00,107.82,0.0,2019-01-01 00:00:00+00:00,70.458,1,model,0.6275357615392616,4
2019-02-01 00:00:00+00:00,85.84,0.0,2019-02-01 00:00:00+00:00,63.82,1,model,0.6275357615392616,4
2019-03-01 00:00:00+00:00,111.44,0.0,2019-03-01 00:00:00+00:00,69.518,1,model,0.6275357615392616,4
2019-04-01 00:00:00+00:00,106.24,0.0,2019-04-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2019-05-01 00:00:00+00:00,86.99999999999999,0.0,2019-05-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2019-06-01 00:00:00+00:00,102.54,0.0,2019-06-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2019-07-01 00:00:00+00:00,109.92000000000002,0.0,2019-07-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
2019-08-01 00:00:00+00:00,106.28,0.0,2019-08-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2019-09-01 00:00:00+00:00,110.34,0.0,2019-09-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2019-10-01 00:00:00+00:00,110.6,0.0,2019-10-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
2019-11-01 00:00:00+00:00,107.32,0.0,2019-11-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2019-12-01 00:00:00+00:00,82.74000000000001,0.0,2019-12-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-01-01 00:00:00+00:00,106.5,0.0,2020-01-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
2020-02-01 00:00:00+00:00,100.28,0.0,2020-02-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-03-01 00:00:00+00:00,107.42,0.0,2020-03-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-04-01 00:00:00+00:00,111.70000000000002,0.0,2020-04-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-05-01 00:00:00+00:00,89.02,0.0,2020-05-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2020-06-01 00:00:00+00:00,88.53999999999999,0.0,2020-06-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-07-01 00:00:00+00:00,112.7,0.0,2020-07-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-08-01 00:00:00+00:00,87.97999999999999,0.0,2020-08-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2020-09-01 00:00:00+00:00,87.78,0.0,2020-09-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-10-01 00:00:00+00:00,106.66,0.0,2020-10-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-11-01 00:00:00+00:00,86.5,0.0,2020-11-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2020-12-01 00:00:00+00:00,88.72,0.0,2020-12-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-01-01 00:00:00+00:00,87.68,0.0,2021-01-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2021-02-01 00:00:00+00:00,108.16,0.0,2021-02-01 00:00:00+00:00,49.998000000000005,1,model,0.6275357615392616,4
2021-03-01 00:00:00+00:00,88.18,0.0,2021-03-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
2021-04-01 00:00:00+00:00,84.72,180.0,2021-04-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-05-01 00:00:00+00:00,109.12,180.0,2021-05-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-06-01 00:00:00+00:00,88.48,180.0,2021-06-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-07-01 00:00:00+00:00,88.12,180.0,2021-07-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-08-01 00:00:00+00:00,107.68,180.0,2021-08-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
2021-09-01 00:00:00+00:00,87.97999999999999,180.0,2021-09-01 00:00:00+00:00,74.99700000000001,1,model,0.6275357615392616,4
2021-10-01 00:00:00+00:00,128.44,180.0,2021-10-01 00:00:00+00:00,99.996,1,model,0.6275357615392616,4
